Low resolution slit
       576.500      67.3799      20.2140      940.000      232.274      42.9477
       605.000      75.0862      22.5259      981.000      242.793      42.3440
       669.500      79.0479      23.7144      1029.00      255.122      45.3575
       722.000      75.9957      22.7987      1080.00      239.845      43.3022
       733.000      102.037      17.0964      1106.00      246.684      48.4512
       903.000      235.778      47.1805      1131.00      194.767      33.0064
       925.000      235.281      70.7334      1165.00      176.097      34.3580
